source,interaction,target
RPS27A_UBE2I,1,PJA1
UBA52_UBE2J1,1,PJA1
UBA52_UBE2L5,1,PJA1
UBC_UBE2J1,1,PJA1
UBC_UBE2A,1,PJA1
UBB_UBE2C,1,PJA1
UBC_UBE2D1,1,PJA1
UBB_UBE2Q1,1,PJA1
RPS27A_UBE2G1,1,PJA1
RPS27A_UBE2D2,1,PJA1
UBC_UBE2B,1,PJA1
UBB_UBE2E2,1,PJA1
UBA52_UBE2Z,1,PJA1
RPS27A_UBE2L3,1,PJA1
UBA52_UBE2B,1,PJA1
UBB_UBE2L6,1,PJA1
UBC_UBE2H,1,PJA1
UBB_UBE2J2,1,PJA1
RPS27A_UBE2L6,1,PJA1
UBB_UBE2D4,1,PJA1
RPS27A_UBE2K,1,PJA1
UBB_UBE2D3,1,PJA1
RPS27A_UBE2N,1,PJA1
UBA52_UBE2E1,1,PJA1
RPS27A_UBE2V1,1,PJA1
UBC_UBE2Z,1,PJA1
RPS27A_UBE2H,1,PJA1
RPS27A_UBE2L5,1,PJA1
UBA52_UBE2N,1,PJA1
RPS27A_UBE2D3,1,PJA1
RPS27A_UBE2R2,1,PJA1
UBC_UBE2E2,1,PJA1
UBA52_UBE2W,1,PJA1
UBC_UBE2L3,1,PJA1
UBB_UBE2D2,1,PJA1
UBB_UBE2M,1,PJA1
RPS27A_UBE2V2,1,PJA1
RPS27A_UBE2NL,1,PJA1
BIRC6_UBB,1,PJA1
UBC_UBE2L6,1,PJA1
RPS27A_UBE2G2,1,PJA1
UBA52_UBE2Q1,1,PJA1
UBC_UBE2M,1,PJA1
RPS27A_UBE2J1,1,PJA1
UBC_UBE2E1,1,PJA1
UBA52_UBE2E2,1,PJA1
UBC_UBE2Q2,1,PJA1
RPS27A_UBE2D1,1,PJA1
UBA52_UBE2G2,1,PJA1
UBC_UBE2K,1,PJA1
UBA52_UBE2NL,1,PJA1
RPS27A_UBE2E1,1,PJA1
UBB_UBE2J1,1,PJA1
UBA52_UBE2E3,1,PJA1
UBB_UBE2K,1,PJA1
UBC_UBE2V2,1,PJA1
UBB_UBE2W,1,PJA1
UBC_UBE2L5,1,PJA1
UBA52_UBE2R2,1,PJA1
UBA52_UBE2K,1,PJA1
UBB_UBE2N,1,PJA1
UBB_UBE2V2,1,PJA1
UBA52_UBE2Q2,1,PJA1
UBA52_UBE2C,1,PJA1
RPS27A_UBE2A,1,PJA1
UBC_UBE2G1,1,PJA1
UBB_UBE2Z,1,PJA1
UBC_UBE2J2,1,PJA1
RPS27A_UBE2E3,1,PJA1
UBC_UBE2R2,1,PJA1
RPS27A_UBE2Z,1,PJA1
UBC_UBE2T,1,PJA1
UBB_UBE2E1,1,PJA1
UBA52_UBE2M,1,PJA1
UBB_UBE2D1,1,PJA1
UBC_UBE2D2,1,PJA1
UBB_UBE2L3,1,PJA1
RPS27A_UBE2J2,1,PJA1
UBC_UBE2N,1,PJA1
UBA52_UBE2D4,1,PJA1
UBC_UBE2G2,1,PJA1
RPS27A_UBE2W,1,PJA1
BIRC6_UBC,1,PJA1
RPS27A_UBE2E2,1,PJA1
UBB_UBE2A,1,PJA1
UBC_UBE2C,1,PJA1
UBB_UBE2E3,1,PJA1
UBB_UBE2NL,1,PJA1
RPS27A_UBE2S,1,PJA1
UBB_UBE2R2,1,PJA1
UBC_UBE2Q1,1,PJA1
UBA52_UBE2A,1,PJA1
RPS27A_UBE2B,1,PJA1
UBB_UBE2G1,1,PJA1
UBB_UBE2Q2,1,PJA1
RPS27A_UBE2Q2,1,PJA1
UBB_UBE2T,1,PJA1
UBC_UBE2D3,1,PJA1
BIRC6_UBA52,1,PJA1
UBA52_UBE2H,1,PJA1
UBA52_UBE2D1,1,PJA1
UBA52_UBE2I,1,PJA1
UBA52_UBE2U,1,PJA1
UBB_UBE2V1,1,PJA1
RPS27A_UBE2C,1,PJA1
UBA52_UBE2V2,1,PJA1
UBA52_UBE2L3,1,PJA1
RPS27A_UBE2D4,1,PJA1
UBA52_UBE2D3,1,PJA1
UBA52_UBE2J2,1,PJA1
RPS27A_UBE2T,1,PJA1
UBB_UBE2S,1,PJA1
UBC_UBE2U,1,PJA1
UBC_UBE2S,1,PJA1
UBB_UBE2I,1,PJA1
UBA52_UBE2L6,1,PJA1
UBC_UBE2I,1,PJA1
UBA52_UBE2D2,1,PJA1
UBC_UBE2E3,1,PJA1
RPS27A_UBE2Q1,1,PJA1
RPS27A_UBE2M,1,PJA1
UBC_UBE2D4,1,PJA1
UBB_UBE2B,1,PJA1
UBB_UBE2L5,1,PJA1
BIRC6_RPS27A,1,PJA1
UBC_UBE2NL,1,PJA1
RPS27A_UBE2U,1,PJA1
CYLD,1,MAP3K7
STUB1,-1,CIP2A
PRKACA,1,ARPP21
SGO1,1,RAD21_SMC1A_SMC3_STAG1_STAG3
SGO1,1,RAD21_SMC1A_SMC3_STAG1
SGO1,1,RAD21_SMC1A_SMC3_STAG1_STAG2
HNF1B,1,CREB1
GRK2,-1,SNCG
RNF7,-1,NF1
CREBBP_EP300,1,YY1
TRAF6,1,CSNK2A1
KDR,1,PIK3R1
EPHB2,-1,ARHGEF15
SYN3,1,ACTB
UBB_UBE2G2,1,PLAG1
UBA52_UBE2G1,1,PLAG1
UBA52_UBE2V1,1,PLAG1
UBA52_UBE2S,1,PLAG1
UBB_UBE2H,1,PLAG1
UBC_UBE2V1,1,PLAG1
UBC_UBE2W,1,PLAG1
HCRTR2,1,GNAQ
UBB_UBE2U,1,PLAG1
UBA52_UBE2T,1,PLAG1
RPS27A_UBE2I,1,PLAG1
UBA52_UBE2J1,1,PLAG1
UBA52_UBE2L5,1,PLAG1
UBC_UBE2J1,1,PLAG1
UBC_UBE2A,1,PLAG1
UBB_UBE2C,1,PLAG1
UBC_UBE2D1,1,PLAG1
UBB_UBE2Q1,1,PLAG1
RPS27A_UBE2G1,1,PLAG1
RPS27A_UBE2D2,1,PLAG1
UBC_UBE2B,1,PLAG1
UBB_UBE2E2,1,PLAG1
UBA52_UBE2Z,1,PLAG1
RPS27A_UBE2L3,1,PLAG1
UBA52_UBE2B,1,PLAG1
UBB_UBE2L6,1,PLAG1
UBC_UBE2H,1,PLAG1
UBB_UBE2J2,1,PLAG1
RPS27A_UBE2L6,1,PLAG1
UBB_UBE2D4,1,PLAG1
RPS27A_UBE2K,1,PLAG1
UBB_UBE2D3,1,PLAG1
RPS27A_UBE2N,1,PLAG1
UBA52_UBE2E1,1,PLAG1
RPS27A_UBE2V1,1,PLAG1
UBC_UBE2Z,1,PLAG1
RPS27A_UBE2H,1,PLAG1
RPS27A_UBE2L5,1,PLAG1
UBA52_UBE2N,1,PLAG1
RPS27A_UBE2D3,1,PLAG1
RPS27A_UBE2R2,1,PLAG1
UBC_UBE2E2,1,PLAG1
UBA52_UBE2W,1,PLAG1
UBC_UBE2L3,1,PLAG1
UBB_UBE2D2,1,PLAG1
UBB_UBE2M,1,PLAG1
RPS27A_UBE2V2,1,PLAG1
RPS27A_UBE2NL,1,PLAG1
BIRC6_UBB,1,PLAG1
UBC_UBE2L6,1,PLAG1
RPS27A_UBE2G2,1,PLAG1
UBA52_UBE2Q1,1,PLAG1
UBC_UBE2M,1,PLAG1
RPS27A_UBE2J1,1,PLAG1
UBC_UBE2E1,1,PLAG1
UBA52_UBE2E2,1,PLAG1
UBC_UBE2Q2,1,PLAG1
RPS27A_UBE2D1,1,PLAG1
UBA52_UBE2G2,1,PLAG1
UBC_UBE2K,1,PLAG1
UBA52_UBE2NL,1,PLAG1
RPS27A_UBE2E1,1,PLAG1
UBB_UBE2J1,1,PLAG1
UBA52_UBE2E3,1,PLAG1
UBB_UBE2K,1,PLAG1
UBC_UBE2V2,1,PLAG1
UBB_UBE2W,1,PLAG1
UBC_UBE2L5,1,PLAG1
UBA52_UBE2R2,1,PLAG1
UBA52_UBE2K,1,PLAG1
UBB_UBE2N,1,PLAG1
UBB_UBE2V2,1,PLAG1
UBA52_UBE2Q2,1,PLAG1
UBA52_UBE2C,1,PLAG1
RPS27A_UBE2A,1,PLAG1
UBC_UBE2G1,1,PLAG1
UBB_UBE2Z,1,PLAG1
UBC_UBE2J2,1,PLAG1
RPS27A_UBE2E3,1,PLAG1
UBC_UBE2R2,1,PLAG1
RPS27A_UBE2Z,1,PLAG1
UBC_UBE2T,1,PLAG1
UBB_UBE2E1,1,PLAG1
UBA52_UBE2M,1,PLAG1
UBB_UBE2D1,1,PLAG1
UBC_UBE2D2,1,PLAG1
UBB_UBE2L3,1,PLAG1
RPS27A_UBE2J2,1,PLAG1
UBC_UBE2N,1,PLAG1
UBA52_UBE2D4,1,PLAG1
UBC_UBE2G2,1,PLAG1
RPS27A_UBE2W,1,PLAG1
BIRC6_UBC,1,PLAG1
RPS27A_UBE2E2,1,PLAG1
UBB_UBE2A,1,PLAG1
UBC_UBE2C,1,PLAG1
UBB_UBE2E3,1,PLAG1
UBB_UBE2NL,1,PLAG1
RPS27A_UBE2S,1,PLAG1
UBB_UBE2R2,1,PLAG1
UBC_UBE2Q1,1,PLAG1
UBA52_UBE2A,1,PLAG1
RPS27A_UBE2B,1,PLAG1
UBB_UBE2G1,1,PLAG1
UBB_UBE2Q2,1,PLAG1
RPS27A_UBE2Q2,1,PLAG1
UBB_UBE2T,1,PLAG1
UBC_UBE2D3,1,PLAG1
BIRC6_UBA52,1,PLAG1
UBA52_UBE2H,1,PLAG1
UBA52_UBE2D1,1,PLAG1
UBA52_UBE2I,1,PLAG1
UBA52_UBE2U,1,PLAG1
UBB_UBE2V1,1,PLAG1
RPS27A_UBE2C,1,PLAG1
UBA52_UBE2V2,1,PLAG1
UBA52_UBE2L3,1,PLAG1
RPS27A_UBE2D4,1,PLAG1
UBA52_UBE2D3,1,PLAG1
UBA52_UBE2J2,1,PLAG1
RPS27A_UBE2T,1,PLAG1
UBB_UBE2S,1,PLAG1
UBC_UBE2U,1,PLAG1
UBC_UBE2S,1,PLAG1
UBB_UBE2I,1,PLAG1
UBA52_UBE2L6,1,PLAG1
UBC_UBE2I,1,PLAG1
UBA52_UBE2D2,1,PLAG1
UBC_UBE2E3,1,PLAG1
RPS27A_UBE2Q1,1,PLAG1
RPS27A_UBE2M,1,PLAG1
UBC_UBE2D4,1,PLAG1
UBB_UBE2B,1,PLAG1
UBB_UBE2L5,1,PLAG1
BIRC6_RPS27A,1,PLAG1
UBC_UBE2NL,1,PLAG1
RPS27A_UBE2U,1,PLAG1
F2RL3,1,GNAS
ERO1B,1,ERP44
LYN,1,MAP4K1
PIK3CA_PIK3R1,1,PIK3CD
EDNRA,1,GNA14
EFR3A,1,KRAS
ROR2,1,MAPK8
PPP2R2C,-1,SRC
PHLPP2,-1,PRKCB
CAPN3,1,CDK5_CDK5R1
RASGRF2,1,CDC42
PRKACA,1,PHKA1
CDK1,1,KRT18
PRKCB,-1,C5AR1
RPS6KA3,1,WWC1
CCNE2_CDK2,1,HIRA
HECTD3,1,MALT1
RPGRIP1L,-1,RELA
CNOT4,-1,KDM5C
LTBP2,1,FBN1
HSP90AA1,1,TGFBR1
GPR84,1,GNAO1
AKT1,1,EIF4B
CAV1,-1,SLC1A2
PRKACA,-1,NEDD4L
PRKACA,1,GRIN2B
PER2,-1,BMAL1_CLOCK
GNG2,1,PLCG1
RPS6KA1,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
FBXW7,-1,DAB2IP
NEK3,1,SNAP29
PRKDC,1,YBX1
PRKCD,-1,CDK5
CDK1,1,KIF20B
HECTD4,-1,MYC
FN1,1,SDC4
PTH1R,1,GNAS
PKNOX1,1,HOXB1
CCP110,1,CALM1
PTMA,-1,CASP9
RAPH1,1,VASP
PTP4A2,1,CDK2
FAM83B,1,CSNK1A1L
GSK3A,-1,MCL1
TESK1,-1,CFL2
ITGB1BP1,-1,ITGB6
PTMS,1,NCOA1
BMX,1,BCAR1
LDB1,1,LHX2
CDK1,-1,CASP9
PPP2CB,1,CHEK2
FBXW2,1,CUL1_RBX1_SKP1
CDK1,-1,PPP1CA
ZRANB1,1,UVRAG
CUL2_ELOB_ELOC_RBX1_VHL,-1,TNFRSF1B
VCP,-1,AURKA
CSNK2A1,-1,SEPTIN2
PRKCD,1,HVCN1
CUL1_FBXW7_SKP1,-1,STAT2
CSNK2A1,1,TP53
CDK5RAP2,1,CEP63
PAK4,1,PACSIN1
POT1,-1,RPA1
ATM,1,PIDD1
PRKACA,-1,PRKAA2
CCNA2_CDK1,1,BORA
DLGAP4,1,SHANK3
NEDD4,-1,KCNH2
STUB1,-1,TAL1
PCDHA12,1,ITGB1
CNOT1_CNOT10_CNOT11_CNOT2_CNOT3_CNOT4_CNOT6_CNOT6L_CNOT7_CNOT8_CNOT9_TNKS1BP1,-1,RC3H1
TRPM7,1,ANXA1
CSNK2B,1,RNF7
GPR17,1,GNAI3
PPP1CA,1,IFIH1
PAK1,1,SNAI1
CHN1,-1,RAC1
UBE3A,-1,PSMC2
MC4R,1,GNAL
UBB_UBE2G2,1,RFPL4AL1
UBA52_UBE2G1,1,RFPL4AL1
UBA52_UBE2V1,1,RFPL4AL1
UBA52_UBE2S,1,RFPL4AL1
UBB_UBE2H,1,RFPL4AL1
UBC_UBE2V1,1,RFPL4AL1
UBC_UBE2W,1,RFPL4AL1
UBB_UBE2U,1,RFPL4AL1
UBA52_UBE2T,1,RFPL4AL1
RPS27A_UBE2I,1,RFPL4AL1
UBA52_UBE2J1,1,RFPL4AL1
UBA52_UBE2L5,1,RFPL4AL1
UBC_UBE2J1,1,RFPL4AL1
UBC_UBE2A,1,RFPL4AL1
UBB_UBE2C,1,RFPL4AL1
UBC_UBE2D1,1,RFPL4AL1
UBB_UBE2Q1,1,RFPL4AL1
RPS27A_UBE2G1,1,RFPL4AL1
RPS27A_UBE2D2,1,RFPL4AL1
UBC_UBE2B,1,RFPL4AL1
UBB_UBE2E2,1,RFPL4AL1
UBA52_UBE2Z,1,RFPL4AL1
RPS27A_UBE2L3,1,RFPL4AL1
UBA52_UBE2B,1,RFPL4AL1
UBB_UBE2L6,1,RFPL4AL1
UBC_UBE2H,1,RFPL4AL1
UBB_UBE2J2,1,RFPL4AL1
RPS27A_UBE2L6,1,RFPL4AL1
UBB_UBE2D4,1,RFPL4AL1
RPS27A_UBE2K,1,RFPL4AL1
UBB_UBE2D3,1,RFPL4AL1
RPS27A_UBE2N,1,RFPL4AL1
UBA52_UBE2E1,1,RFPL4AL1
RPS27A_UBE2V1,1,RFPL4AL1
UBC_UBE2Z,1,RFPL4AL1
RPS27A_UBE2H,1,RFPL4AL1
RPS27A_UBE2L5,1,RFPL4AL1
UBA52_UBE2N,1,RFPL4AL1
RPS27A_UBE2D3,1,RFPL4AL1
RPS27A_UBE2R2,1,RFPL4AL1
UBC_UBE2E2,1,RFPL4AL1
UBA52_UBE2W,1,RFPL4AL1
UBC_UBE2L3,1,RFPL4AL1
UBB_UBE2D2,1,RFPL4AL1
UBB_UBE2M,1,RFPL4AL1
RPS27A_UBE2V2,1,RFPL4AL1
RPS27A_UBE2NL,1,RFPL4AL1
BIRC6_UBB,1,RFPL4AL1
UBC_UBE2L6,1,RFPL4AL1
RPS27A_UBE2G2,1,RFPL4AL1
UBA52_UBE2Q1,1,RFPL4AL1
UBC_UBE2M,1,RFPL4AL1
RPS27A_UBE2J1,1,RFPL4AL1
UBC_UBE2E1,1,RFPL4AL1
UBA52_UBE2E2,1,RFPL4AL1
UBC_UBE2Q2,1,RFPL4AL1
RPS27A_UBE2D1,1,RFPL4AL1
UBA52_UBE2G2,1,RFPL4AL1
UBC_UBE2K,1,RFPL4AL1
UBA52_UBE2NL,1,RFPL4AL1
RPS27A_UBE2E1,1,RFPL4AL1
UBB_UBE2J1,1,RFPL4AL1
UBA52_UBE2E3,1,RFPL4AL1
UBB_UBE2K,1,RFPL4AL1
UBC_UBE2V2,1,RFPL4AL1
UBB_UBE2W,1,RFPL4AL1
UBC_UBE2L5,1,RFPL4AL1
UBA52_UBE2R2,1,RFPL4AL1
UBA52_UBE2K,1,RFPL4AL1
UBB_UBE2N,1,RFPL4AL1
UBB_UBE2V2,1,RFPL4AL1
UBA52_UBE2Q2,1,RFPL4AL1
UBA52_UBE2C,1,RFPL4AL1
RPS27A_UBE2A,1,RFPL4AL1
UBC_UBE2G1,1,RFPL4AL1
UBB_UBE2Z,1,RFPL4AL1
UBC_UBE2J2,1,RFPL4AL1
RPS27A_UBE2E3,1,RFPL4AL1
UBC_UBE2R2,1,RFPL4AL1
RPS27A_UBE2Z,1,RFPL4AL1
UBC_UBE2T,1,RFPL4AL1
UBB_UBE2E1,1,RFPL4AL1
UBA52_UBE2M,1,RFPL4AL1
UBB_UBE2D1,1,RFPL4AL1
UBC_UBE2D2,1,RFPL4AL1
UBB_UBE2L3,1,RFPL4AL1
RPS27A_UBE2J2,1,RFPL4AL1
UBC_UBE2N,1,RFPL4AL1
UBA52_UBE2D4,1,RFPL4AL1
UBC_UBE2G2,1,RFPL4AL1
RPS27A_UBE2W,1,RFPL4AL1
BIRC6_UBC,1,RFPL4AL1
RPS27A_UBE2E2,1,RFPL4AL1
UBB_UBE2A,1,RFPL4AL1
UBC_UBE2C,1,RFPL4AL1
UBB_UBE2E3,1,RFPL4AL1
UBB_UBE2NL,1,RFPL4AL1
RPS27A_UBE2S,1,RFPL4AL1
UBB_UBE2R2,1,RFPL4AL1
UBC_UBE2Q1,1,RFPL4AL1
UBA52_UBE2A,1,RFPL4AL1
RPS27A_UBE2B,1,RFPL4AL1
UBB_UBE2G1,1,RFPL4AL1
UBB_UBE2Q2,1,RFPL4AL1
RPS27A_UBE2Q2,1,RFPL4AL1
UBB_UBE2T,1,RFPL4AL1
UBC_UBE2D3,1,RFPL4AL1
BIRC6_UBA52,1,RFPL4AL1
UBA52_UBE2H,1,RFPL4AL1
UBA52_UBE2D1,1,RFPL4AL1
UBA52_UBE2I,1,RFPL4AL1
UBA52_UBE2U,1,RFPL4AL1
UBB_UBE2V1,1,RFPL4AL1
RPS27A_UBE2C,1,RFPL4AL1
UBA52_UBE2V2,1,RFPL4AL1
UBA52_UBE2L3,1,RFPL4AL1
RPS27A_UBE2D4,1,RFPL4AL1
UBA52_UBE2D3,1,RFPL4AL1
UBA52_UBE2J2,1,RFPL4AL1
RPS27A_UBE2T,1,RFPL4AL1
UBB_UBE2S,1,RFPL4AL1
UBC_UBE2U,1,RFPL4AL1
UBC_UBE2S,1,RFPL4AL1
UBB_UBE2I,1,RFPL4AL1
UBA52_UBE2L6,1,RFPL4AL1
UBC_UBE2I,1,RFPL4AL1
UBA52_UBE2D2,1,RFPL4AL1
UBC_UBE2E3,1,RFPL4AL1
RPS27A_UBE2Q1,1,RFPL4AL1
RPS27A_UBE2M,1,RFPL4AL1
UBC_UBE2D4,1,RFPL4AL1
UBB_UBE2B,1,RFPL4AL1
UBB_UBE2L5,1,RFPL4AL1
BIRC6_RPS27A,1,RFPL4AL1
UBC_UBE2NL,1,RFPL4AL1
RPS27A_UBE2U,1,RFPL4AL1
ZFP36,1,EIF4E2_GIGYF1
UBB_UBE2G2,1,RNF112
UBA52_UBE2G1,1,RNF112
UBA52_UBE2V1,1,RNF112
UBA52_UBE2S,1,RNF112
UBB_UBE2H,1,RNF112
UBC_UBE2V1,1,RNF112
UBC_UBE2W,1,RNF112
UBB_UBE2U,1,RNF112
UBA52_UBE2T,1,RNF112
RPS27A_UBE2I,1,RNF112
UBA52_UBE2J1,1,RNF112
UBA52_UBE2L5,1,RNF112
UBC_UBE2J1,1,RNF112
UBC_UBE2A,1,RNF112
UBB_UBE2C,1,RNF112
UBC_UBE2D1,1,RNF112
UBB_UBE2Q1,1,RNF112
RPS27A_UBE2G1,1,RNF112
RPS27A_UBE2D2,1,RNF112
UBC_UBE2B,1,RNF112
UBB_UBE2E2,1,RNF112
UBA52_UBE2Z,1,RNF112
RPS27A_UBE2L3,1,RNF112
UBA52_UBE2B,1,RNF112
UBB_UBE2L6,1,RNF112
UBC_UBE2H,1,RNF112
UBB_UBE2J2,1,RNF112
RPS27A_UBE2L6,1,RNF112
UBB_UBE2D4,1,RNF112
RPS27A_UBE2K,1,RNF112
UBB_UBE2D3,1,RNF112
RPS27A_UBE2N,1,RNF112
UBA52_UBE2E1,1,RNF112
RPS27A_UBE2V1,1,RNF112
UBC_UBE2Z,1,RNF112
RPS27A_UBE2H,1,RNF112
RPS27A_UBE2L5,1,RNF112
UBA52_UBE2N,1,RNF112
RPS27A_UBE2D3,1,RNF112
RPS27A_UBE2R2,1,RNF112
UBC_UBE2E2,1,RNF112
UBA52_UBE2W,1,RNF112
UBC_UBE2L3,1,RNF112
UBB_UBE2D2,1,RNF112
UBB_UBE2M,1,RNF112
RPS27A_UBE2V2,1,RNF112
RPS27A_UBE2NL,1,RNF112
BIRC6_UBB,1,RNF112
UBC_UBE2L6,1,RNF112
RPS27A_UBE2G2,1,RNF112
UBA52_UBE2Q1,1,RNF112
UBC_UBE2M,1,RNF112
RPS27A_UBE2J1,1,RNF112
UBC_UBE2E1,1,RNF112
UBA52_UBE2E2,1,RNF112
UBC_UBE2Q2,1,RNF112
RPS27A_UBE2D1,1,RNF112
UBA52_UBE2G2,1,RNF112
UBC_UBE2K,1,RNF112
UBA52_UBE2NL,1,RNF112
RPS27A_UBE2E1,1,RNF112
UBB_UBE2J1,1,RNF112
UBA52_UBE2E3,1,RNF112
UBB_UBE2K,1,RNF112
UBC_UBE2V2,1,RNF112
UBB_UBE2W,1,RNF112
UBC_UBE2L5,1,RNF112
UBA52_UBE2R2,1,RNF112
UBA52_UBE2K,1,RNF112
UBB_UBE2N,1,RNF112
UBB_UBE2V2,1,RNF112
UBA52_UBE2Q2,1,RNF112
UBA52_UBE2C,1,RNF112
RPS27A_UBE2A,1,RNF112
UBC_UBE2G1,1,RNF112
UBB_UBE2Z,1,RNF112
UBC_UBE2J2,1,RNF112
RPS27A_UBE2E3,1,RNF112
UBC_UBE2R2,1,RNF112
RPS27A_UBE2Z,1,RNF112
UBC_UBE2T,1,RNF112
UBB_UBE2E1,1,RNF112
UBA52_UBE2M,1,RNF112
UBB_UBE2D1,1,RNF112
UBC_UBE2D2,1,RNF112
UBB_UBE2L3,1,RNF112
RPS27A_UBE2J2,1,RNF112
UBC_UBE2N,1,RNF112
UBA52_UBE2D4,1,RNF112
UBC_UBE2G2,1,RNF112
RPS27A_UBE2W,1,RNF112
BIRC6_UBC,1,RNF112
RPS27A_UBE2E2,1,RNF112
UBB_UBE2A,1,RNF112
UBC_UBE2C,1,RNF112
UBB_UBE2E3,1,RNF112
UBB_UBE2NL,1,RNF112
RPS27A_UBE2S,1,RNF112
UBB_UBE2R2,1,RNF112
UBC_UBE2Q1,1,RNF112
UBA52_UBE2A,1,RNF112
RPS27A_UBE2B,1,RNF112
UBB_UBE2G1,1,RNF112
UBB_UBE2Q2,1,RNF112
RPS27A_UBE2Q2,1,RNF112
UBB_UBE2T,1,RNF112
UBC_UBE2D3,1,RNF112
BIRC6_UBA52,1,RNF112
UBA52_UBE2H,1,RNF112
UBA52_UBE2D1,1,RNF112
UBA52_UBE2I,1,RNF112
UBA52_UBE2U,1,RNF112
UBB_UBE2V1,1,RNF112
RPS27A_UBE2C,1,RNF112
UBA52_UBE2V2,1,RNF112
UBA52_UBE2L3,1,RNF112
RPS27A_UBE2D4,1,RNF112
UBA52_UBE2D3,1,RNF112
UBA52_UBE2J2,1,RNF112
RPS27A_UBE2T,1,RNF112
UBB_UBE2S,1,RNF112
UBC_UBE2U,1,RNF112
UBC_UBE2S,1,RNF112
UBB_UBE2I,1,RNF112
UBA52_UBE2L6,1,RNF112
UBC_UBE2I,1,RNF112
UBA52_UBE2D2,1,RNF112
UBC_UBE2E3,1,RNF112
RPS27A_UBE2Q1,1,RNF112
RPS27A_UBE2M,1,RNF112
UBC_UBE2D4,1,RNF112
UBB_UBE2B,1,RNF112
UBB_UBE2L5,1,RNF112
BIRC6_RPS27A,1,RNF112
UBC_UBE2NL,1,RNF112
RPS27A_UBE2U,1,RNF112
PRKCG,1,GSTP1
MAPK3,1,LIPE
CDC25A,1,CCNE2_CDK2
EIF2B4,1,EIF2S2
NFKB1_RELA,-1,MAP3K8
KIF1C,1,RAB6C
AKT2,-1,ADARB1
RAB5C,1,EEA1
HDAC3,1,E2F1_HDAC1_SMAD7
PRKCD,1,KRT8
RAD23B,1,XPA
TTBK2,-1,KIF2A
CCNB1_CDK1,1,KIF4A
SEMA3B,1,NRP2
ADRA1B,1,GNAQ
SEMA3A,1,PLXNA2
ATM,1,UBQLN4
WASHC1_WASHC2C_WASHC3_WASHC4_WASHC5,1,ACTR2_ACTR3_ARPC1A_ARPC2_ARPC3_ARPC4_ARPC5
GSK3B,-1,MUC1
PCDH19,1,GABRA5
SNX5,-1,IGF1R
G3BP1,-1,RIGI
CDK8,1,STAT1
NPBWR1,1,GNAI1
APH1A_NCSTN_PSEN1_PSENEN,1,APP
PRKCB,1,NRGN
FBXL6,1,TKT
HPS1_HPS4,1,RAB32
PTPRB,-1,SRC
FAM83E,1,CSNK1D
PPM1G,1,SNRPN
FBXL18,-1,ERCC3
ATXN7_ATXN7L3_ENY2_KAT2A_KAT2B_SGF29_SUPT20H_SUPT3H_SUPT7L_TADA1_TADA2B_TADA3_TAF10_TAF12_TAF1A_TAF2_TAF5L_TAF6L_TAF8_TAF9_TRRAP_USP22,-1,H3-5
ROCK1,1,EZR
DZIP3,-1,ATXN1
TRIM23,1,TBK1
ARHGDIA,-1,RAC1
RPS6KA1,-1,OSTF1
ARHGEF10,1,RHOA
RPS27A_UBE2I,1,HECW1
TNIP1,1,TAX1BP1
PRTN3,1,AGT
WNT7B,1,FZD1
PHLPP1,-1,AKT2
DUSP1,-1,JUN
PARP1,1,POLA1
UBA52_UBE2J1,1,HECW1
PRKD1,1,REM1
CUL3,-1,RHOA
RLIM,-1,LDB1
PRKDC,1,POLL
SIRT1,-1,XBP1
HRH1,1,GNA14
CRBN_CUL4A_DDB1_RBX1,-1,ST7
CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2,1,GABRA3_GABRB1_GABRG2
UBA52_UBE2L5,1,HECW1
MAPK14,1,JUNB
RAB14,1,RUFY1
CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2,1,GABRA4_GABRB3_GABRD
CTTNBP2,1,CTTN
MYCBP2_SKP1,-1,ZEB1
CLK1,-1,ABL1
HTR1F,1,GNAI1
UBC_UBE2J1,1,HECW1
PPP4C,1,RELA
PTPN11,-1,SYK
THRAP3,-1,SFPQ
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,-1,HNF4A
NUMA1,1,TUBA1B
EIF2AK2,-1,KDM4C
HDAC8,-1,TP53
MID1,-1,PPP2CA
PPP1CA,-1,MAPK1
PRKCZ,-1,ADD2
ESR1,1,PIK3R1
MIB1,-1,SMN1
BRK1,1,NHS
GEM,-1,CACNB2
CUL3_RBX1_SKP1,-1,PPP2R5B
CSNK1D,1,KIR3DL1
UBC_UBE2A,1,HECW1
TRIM32,-1,DBNDD1
INSR,-1,CALM3
CUL3_RBX1_SKP1,-1,ULK1
GPR174,1,GNAL
PTPRG,-1,LIMK1
DCC,1,CACNA1A
CHRM5,1,GNA15
CUL1_RBX1_SKP1,-1,NFKBIB
NHLRC1,-1,PPP1R3B
PEX2,-1,PEX5
SYK,-1,PIP5K1B
HRH2,1,GNAO1
MAPK14,1,MAPT
UBB_UBE2G2,1,HECW1
UBA52_UBE2G1,1,HECW1
UBA52_UBE2V1,1,HECW1
