source,interaction,target
P03231_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59634_RPS27A
P59634_RPS27A,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,Q80H93_UBA52
Q80H93_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59633_UBC
P59633_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03211_UBC
P03211_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59634_UBC
P59634_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03206_UBB
P03206_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03231_RPS27A
P03231_RPS27A,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P13288_UBA52
P13288_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03200_UBC
P03200_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P0C725_UBA52
P0C725_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59595_UBA52
P59595_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03186_UBA52
P03186_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P59594_UBC
P59594_UBC,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P13288_UBB
P13288_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,Q80H93_UBB
Q80H93_UBB,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P13288_RPS27A
P13288_RPS27A,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1,-1,P03211_UBA52
P03211_UBA52,1,ADRM1_PSMA1_PSMA2_PSMA3_PSMA4_PSMA5_PSMA6_PSMA7_PSMB1_PSMB2_PSMB3_PSMB4_PSMB5_PSMB6_PSMB7_PSMC1_PSMC2_PSMC3_PSMC4_PSMC5_PSMC6_PSMD1_PSMD11_PSMD12_PSMD13_PSMD14_PSMD2_PSMD3_PSMD4_PSMD6_PSMD7_PSMD8_SEM1
PRKCA,1,NKX3-1
CSNK2A1,1,CAST
PRKAA1,1,NFE2L2
ARHGEF25,1,CDC42
CUL1_RBX1_SKP1,-1,TELO2
SH3RF1,1,MAP3K11
JDP2,-1,ATF2
MAPK1,1,PCBP2
PABIR1,-1,PPP2R2A
PTPN7,-1,MAPK1
CDK8,-1,E2F1
PTPN6,-1,NTRK1
HTR6,1,GNAQ
PTH1R,1,LRP6
GSK3B,-1,CAMKK2
DYRK2,1,SIAH2
TEC,-1,BTK
HACE1,-1,CCND1
FZD3,1,GNGT1
AKT2,1,MYO5A
SRC,1,BTK
PTPN11,1,CDKN1B
MAPK3,-1,PAX5
MAPK15,1,JUN
CCND1_CDK6,1,TSC2
SGK1,-1,HTT
CNTNAP1,1,CNTN1
LYN,1,PAG1
SRC,1,ARHGAP5
AXL,1,NEDD9
CHEK2,1,AURKB
PPP1CA,-1,BRCA1
AURKA,-1,NFKBIA
BRAF,1,ABL1
FKBP5,1,CD274
CDK5,1,PXN
CDK7,1,CDK5
ROCK1,1,FHOD1
PRKACA,1,NCOA3
CHUK,1,PIAS1
CSNK2A1,1,PPP1R2
CHUK,-1,RIPK1
DUSP1,1,RUNX2
CSF1R,1,CTNND1
CDK2,1,EZH2
EP300,1,DUSP1
CDK13,1,EIF4EBP1
IER3,-1,PPP2R5C
PTEN,-1,IRS1
AURKA,1,WDR62
PTPN1,-1,NTRK1
CDK6,1,RUNX1
PTPN1,-1,PTK6
GSK3B,-1,NR3C1
DOK1,-1,ITGB3
ADARB1,1,EIF2AK2
EGFR,1,TLR3
MAPK8,1,FOXO4
PDGFRB,1,TNK2
PRKACA,1,ERBB2
WNT11,1,FZD3
EIF2AK3,-1,PPP3CA
BIRC2,1,RIPK2
EGFR,1,HGS
UNC5A,1,PICK1
CCNB1_CDK1,1,RANGAP1
UFD1,-1,CD4
PRKACA,-1,PTPN11
FES,1,STAT3
PTPN6,-1,SYK
CDC20,-1,FBXO31
NEK6,1,RPS6KB1
GNB3,1,PLCG1
MAPK3,-1,FOXO3
DYRK1B,1,HNF1A
ATM,-1,NKX3-1
SMAD1,1,RUNX2
GSK3B,1,CDKN1B
CDC34,1,CUL1_FBXW7_SKP1
INSR,1,PTPN6
DVL2,1,APC_AXIN1_GSK3B
PRKCA,-1,EGLN2
SRC,-1,RRAS
FAS,1,RIPK1
RIPK1,1,FAS
GSK3B,-1,GCM1
NTSR1,1,GNAQ
CHUK,-1,COPS5
ATM,1,PEX5
MC4R,1,GNAI1
PAK4,-1,FH
PTPRH,-1,INSR
INSR,-1,CALM2
HDAC4,-1,RUNX2
CTNNA1,-1,YAP1
CDK1,-1,MORC2
PTPN1,-1,MET
MAPK14,1,SIAH2
ROCK1,1,ARHGAP24
MDM2,-1,TP73
LRRK1,1,RAB7A
RUNX1,-1,CHUK_IKBKB_IKBKG
PTPRJ,-1,MAPK3
GSK3B,1,HDAC6
RAD1,1,TOPBP1
GRIN1_GRIN2B,1,DLG4
HIPK2,1,EP300
AURKA,-1,TP73
MAPK1,1,RUNX1
CAMK2A,-1,OPRM1
HIPK2,1,FOXM1
LRRK2,1,RIPK2
INSR,1,FRS2
INSR,1,KHDRBS1
PTK2,-1,CTTN
CDK8,-1,SMAD3
ACVR2B,1,SMAD3
LRIG1,1,CBLC
CBLC,-1,LRIG1
FYN,1,TGFB1I1
S1PR1,1,GNAI3
JAK1,1,RIPK1
PRKACA,1,AQP5
JAK2,-1,ESR1
ADRA2A,1,GNAZ
RACK1,1,PTK7
PAK2,-1,CASP7
PPM1A,-1,PAK1
CHEK1,1,E2F3
LIMK2,-1,NKX3-1
CUL1_RBX1_SKP1,-1,TP53
BRSK1,1,CAST
LIMK2,1,TWIST1
CDK1,1,RNF138
MAP3K7,-1,YAP1
CALM2,1,PPP3CA
FOXA1,1,NFIB
PIK3AP1,1,PIK3CB
FYN,1,CDK5
WWTR1,1,SMAD2
EDNRB,1,GNAI1
TAB1,-1,ROR2
PRKCE,1,SHC1
MAPK14,1,KAT5
MAPK4,1,DUSP2
DUSP2,-1,MAPK4
HTR1D,1,GNAI3
STK11,1,PRMT5
CDK1,-1,WWTR1
STK4,1,LATS2
SRC,1,ARAF
NEK2,1,CD274
MTOR,-1,EIF4E
NEK6,1,FOXJ2
H1-2,-1,TP53BP1
MAPK3,-1,MCRIP1
FGFR1,1,BCAR1
PRKCB,1,VTN
PRKACA,-1,PTPN7
CUL3_RBX1_SKP1,-1,WNK3
SRC,-1,IKBKG
PPM1A,-1,RELA
MAPK3,1,PTTG1
CHEK1,-1,ERRFI1
CSNK1A1,1,BID
CDK8,-1,H3-4
PAK6,1,RAF1
GRK2,-1,PDGFRB
LATS2,-1,AMOTL2
MARK2,1,PINK1
PIM1,1,RUNX1
CASP6,1,CASP8
NEDD4,1,IRS2
PRKAA2,-1,CRTC2
SMAD2_SMAD4,1,SP1
STK11,-1,PAK1
CDK1,1,RUNX1
TRIM32,-1,MYC
SRC,1,STAT5A
RAN,1,XPO1
NTSR1,1,GNA13
PRKAA1,1,TSC2
IKBKB,1,TP53
PRKCB,1,MSX2
IGF2,1,INSR
CRKL,1,PIK3CB
USP9X,1,UBA52
PTK2,1,GSK3B
MIF,1,CD74
SGK1,1,CHUK
PTEN,1,NKX3-1
SRC,1,HIPK2
AIM2_CASP1_PYCARD,1,CASP1
GNA12,1,AKAP13
SRC,1,KRAS
STK11,1,SIK2
PTEN,1,IRF3
STK11,1,F2R
MAPK1,1,PARP1
GATA2,-1,PPARG
GSK3B,-1,GFI1
MTOR,-1,AMOTL2
CSNK1A1,-1,FOXO4
SRC,1,SHC3
CDC34,1,BTRC_CUL1_SKP1
PPP2CA,1,RBL2
PRKCD,-1,TSC2
AKT2,-1,FOXO4
TBK1,-1,CDH1
TBK1,1,DDX3X
GSK3B,1,RELA
CASP3,-1,BRCA1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,TET2
AKT2,-1,SH3RF1
AKT1,-1,GATA2
PPM1A,-1,TBK1
XPO1,-1,TP53
STIP1,-1,HSP90AA1
PTPN6,-1,MAP3K7
LCK,1,MAPK14
CDK1,1,CLASP2
CDK1,1,USP22
SRC,1,BMX
STAT6,-1,STAT1
AKT1,1,CBY1
GSK3A,-1,GRB14
CDK1,-1,ABI1
PRKCA,-1,GSK3B
ATM,1,MPG
ATM,1,RANBP9
MAML1,1,EP300
BTRC_CUL1_SKP1,-1,CD4
CUL1_RBX1_SKP1,-1,PSEN1
ATM,-1,RELA
DVL2,-1,RBPJ
STK38L,1,FLNA
PRKACA,-1,PPP1R8
LCK,1,CD3E
TLN1,1,ITGAV_ITGB3
AURKB,1,BUB1
BTK,-1,STAT3
CDK1,-1,ELAVL1
TLR9,1,TICAM2
PTPN6,1,CASP8
MAPK14,-1,PTPN7
TET2,1,OGT
TAF1,-1,TP53
PRKAA1,-1,GLI1
HTR1A,1,GNAO1
MAPK7,1,ETS1
CDK2,1,LARP1
PTPN6,-1,CTNNB1
LIN7C_PALS1_PATJ,-1,YAP1
RPS6KA3,1,EIF2AK2
SRC,-1,ITGB2
CSNK2A1,-1,CTDP1
CDK4,1,KAT2A
PDPK1,1,PLK1
CBL,-1,ERBB2
CDK5,1,NGEF
CBLB,1,NCK1
MAP2K1,-1,IRS1
SRC,1,FHL1
DDR1,1,PTPN11
GNA13,1,ARHGEF11
FZR1,-1,CDC25A
CDK5,1,TRIM59
SRC,1,ITGB3
TRAF6,1,PIK3CA
CDK6,1,FOXO3
CDK9,1,UBE2A
AKT1,-1,PRKAA1
EPHA4,1,JAK2
PRKCE,1,IQGAP1
CHEK1,-1,DIAPH1
MAPK1,-1,TNFRSF1A
DSCAML1,1,STAT3
HSP90AA1,-1,NR3C1
MAP2K2,1,PPARG
CHKA,-1,KDR
INHBA,1,ACVR2A
NEDD4L,1,TRAF3
MAPK8,1,HNRNPK
SGK1,1,NR3C1
BRCA1,1,SAFB
DYRK2,-1,NOTCH1
PKN1,-1,ARHGEF2
LCK,-1,TBK1
EGFR,1,USP8
PPP1CA,-1,SP3
EIF2AK2,-1,NCK1
RHEB,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
CUL3_RBX1_SKP1,-1,WNK2
PLK1,1,PIN1
CDK9,1,NCOA2
MAPK3,1,ATF2
ERBB2,-1,CTNNB1
IL4,1,IL13RA1
FER,-1,ARHGDIA
LYN,1,PPP1R15A
GRK5,-1,HDAC5
CALM2,1,PPP3CA_PPP3R1
PAK4,1,RAN
LEPR,1,SH2B1
AKT1,1,BRCA1
LIF,1,IL6ST
LRRK2,1,MAP3K5
SRC,1,TNK2
PLK1,1,RAF1
MAP2K1,-1,MYT1
SRC,1,GAB1
TTK,1,BUB1
ILK,1,AKT2
CREBBP_EP300,-1,FLI1
PRKCZ,1,AKT2
CD2AP,1,ACTB
LYN,1,INPP5D
LYN,-1,PRKDC
LYN,1,STAT3
MAPK8IP1,-1,MAP4K2
AKT1,1,UBE2S
PRKACB,-1,BAD
MAPK3,1,RCAN1
CSNK2A1,1,HDAC2
PPP5C,-1,MAP3K5
PRKD1,1,CTNNB1
CDK5_CDK5R1,1,VRK3
HCK,1,CSF3R
PRKAA1,1,GAPDH
MAPK9,-1,IRS1
TRIB3,1,COP1
CCNB1_CDK1,1,BORA
CAV1,1,LRP6
ROCK1,-1,PFN1
ULK1,-1,SQSTM1
AURKA,1,INCENP
INCENP,1,AURKA
MAPK1,1,TP53
OTUD7B,-1,RIPK1
SGK1,1,WNK4
EPHB1,1,MAP2K4
HSPA1B,1,NOD2
IGF1R,1,PIK3R1
DAB2IP,1,ERN1
TRAF6,1,TP53
PAK1,-1,NET1
CSNK2A1,-1,MAX
MAPKAPK5,1,MAPK4
PIM1,1,FLT3
PRKCZ,1,PTPN7
MTNR1B,1,GNAO1
BMX,1,PTK2
MAPK3,1,METTL3
FLT3,1,PTPN11
YWHAQ,-1,CDKN1B
SYK,1,GCSAM
MAPK7,-1,PML
SRC,1,RAC1
PTEN,-1,PTK6
RAC1,1,MAPK9
TRAF6,1,MAP3K14
CHEK2,1,RB1
PRKD1,1,NOS1
FLT3,1,STAT5A
MET,1,CAV1
CDC25A,1,CDK4
MAPK9,1,EGLN2
LCK,1,ADAM15
FOS_JUN,1,CD247_CD3D_CD3E_CD3G
PRKCQ,1,PTPN7
PRKCA,-1,NFATC1
CSNK1E,-1,WWTR1
INSR,1,PIK3R1
PRKACA,1,ESR1
NEK2,-1,TP53
SIK2,-1,IRS1
PAK4,-1,SMAD2
CDK2,-1,PPP1CA
LCK,1,CD28
CSNK2A1,1,APEX1
CDH2,1,CDON
PBK,1,HDAC2
MCF2,1,RAC1
CTNND1,1,VAV2
PIM1,1,SMAD2
RASSF1,1,STK4
MAPK1,1,RCAN1
MDM2,-1,HDAC1
PINK1,1,HDAC3
CASP1_NAIP_NLRC4_PYCARD,1,CASP1
LCK,1,PTEN
CHKA,-1,SRC
PLK1,-1,FOXO3
SRC,-1,TP53
PRKCA,-1,ARHGDIA
PRKCA,1,FMNL2
SGK1,1,MAPK1
FCRL3,1,PTPN11
NEDD4L,-1,KCNH2
CUL1_FBXW7_SKP1,-1,DLGAP5
SYK,1,BTK
PRKCD,-1,EIF4EBP1
GSK3B,1,PRKCE
NRXN1,1,DAG1
MAPK8IP2,1,MAP2K7
RIPK3,-1,TRIM28
JAK2,1,EGFR
VHL,-1,CARD9
MAP2K4,1,MAPK14
PPM1A,-1,CDK9
SH3RF1,1,HERPUD1
PRKCQ,-1,KDM1A
RAF1,1,XIAP
PIK3AP1,1,PIK3CA_PIK3R1
RPS6KA3,-1,NFKBIA
SGK1,-1,BRAF
KHSRP,1,SRC
BUB1B_BUB3_CDC20_MAD2L1,-1,ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27
AKT1,1,TTC3
STK11,1,MELK
STK11,1,PRKAA1
GRIN1_GRIN2C,1,CAMK2A
STUB1,-1,EIF4E
ATR,1,ATRIP
MET,1,PTK2
CASP3,-1,GSN
PPP2CB,-1,IKBKB
RET,1,MAPK3
SRC,-1,ERRFI1
SRC,1,FOXM1
SRC,1,IRF3
SRC,1,KDR
SRC,1,KHDRBS1
SRC,1,PTK7
SRC,1,VAV1
SRC,-1,VHL
GNG12,1,AKT2
SRC,1,ZAP70
STK24,-1,PTPN12
SYK,1,EZR
TEK,1,STAT1
ATR,1,CCAR2
PPP2CB,-1,TRAF2
ABL1,1,TARDBP
CDK5,1,SYNGAP1
ATM,1,ZFHX3
CAMK4,-1,GSK3B
BTRC_CUL1_SKP1,-1,WWTR1
CDK1,-1,STIL
CDK2,1,PARP1
CDK2,-1,PTPN6
RNF5,-1,PXN
GSK3A,-1,STAT2
CDK5,-1,DLG4
CDK5,-1,DLGAP1
CDK5,1,DYNLL1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,-1,PRMT6
CDK5,1,ERBB2
CDK6,-1,PKM
CHEK1,-1,BAD
LEF1,1,ALX4
CDK8,-1,SMAD1
CHKA,-1,CTNNB1
OXTR,1,GNAS
CSK,1,MDM2
EGFR,1,FUS
EGFR,1,PARP1
FOXO1,-1,STAT3
